2980,275
2990,278
3000,0
3010,3
3020,9
3030,12
3040,18
3050,23
3060,29
3070,34
3080,42
3090,48
3100,52
3110,57
3120,60
3130,66
3140,72
3150,79
3160,85
3170,94
3180,103
3190,110
3200,120
3210,128
3220,137
3230,145
3240,155
3250,164
3260,172
3270,182
3280,187
3290,197
3300,207
3310,214
3320,221
3330,231
3340,239
3350,246
3360,252
3370,260
3380,268
3390,277
3400,286
3410,292
3420,299
3430,308
3440,318
3450,327
3460,335
3470,345
3480,354
3490,363
3500,0
3510,2
3520,5
3530,8
3540,12
3550,15
3560,17
3570,20
3580,23
3590,26
3600,29
3610,34
3620,39
3630,45
3640,47
3650,53
3660,55
3670,58
3680,63
3690,65
3700,69
3710,73
3720,75
3730,76
3740,79
3750,82
3760,87
3770,93
3780,97
3790,101
3800,104
3810,107
3820,112
3830,116
3840,118
3850,123
3860,128
3870,129
3880,133
3890,137
3900,142
3910,144
3920,147
3930,149
3940,151
3950,154
3960,158
3970,162
3980,164
3990,166
4000,1
4010,7
4020,10
4030,14
4040,16
4050,17
4060,18
4070,19
4080,20
4090,20
4100,21
4110,21
4120,21
4130,23
4140,25
4150,29
4160,34
4170,38
4180,42
4190,44
4200,46
4210,50
4220,57
4230,60
4240,61
4250,62
4260,63
4270,63
4280,64
4290,67
4300,71
4310,77
4320,81
4330,85
4340,86
4350,86
4360,91
4370,98
4380,98
4390,101
4400,104
4410,114
4420,118
4430,122
4440,128
4450,138
4460,145
4470,150
4480,160
4490,170
4500,1
4510,9
4520,13
4530,15
4540,20
4550,20
4560,20
4570,20
4580,21
4590,28
4600,31
4610,37
4620,41
4630,47
4640,49
4650,49
4660,50
4670,53
4680,63
4690,73
4700,83
4710,93
4720,99
4730,100
4740,104
4750,110
4760,117
4770,127
4780,137
4790,147
4800,157
4810,167
4820,176
4830,182
4840,192
4850,201
4860,204
4870,206
4880,211
4890,220
4900,230
4910,240
4920,250
4930,260
4940,270
4950,279
4960,289
4970,298
4980,308
4990,318
5000,1
5010,11
5020,19
5030,27
5040,34
5050,44
5060,54
5070,64
5080,74
5090,84
5100,94
5110,98
5120,101
5130,108
5140,110
5150,111
5160,117
5170,122
5180,122
5190,122
5200,124
5210,128
5220,128
5230,133
5240,138
5250,139
5260,139
5270,144
5280,149
5290,151
5300,159
5310,169
5320,179
5330,187
5340,195
5350,204
5360,207
5370,207
5380,211
5390,218
5400,220
5410,223
5420,233
5430,243
5440,253
5450,263
5460,272
5470,282
5480,287
5490,287
5500,0
5510,0
5520,0
5530,0
5540,8
5550,18
5560,28
5570,32
5580,32
5590,32
5600,40
5610,50
5620,60
5630,70
5640,80
5650,90
5660,100
5670,110
5680,120
5690,130
5700,140
5710,150
5720,160
5730,170
5740,180
5750,190
5760,200
5770,210
5780,220
5790,230
5800,240
5810,250
5820,260
5830,270
5840,280
5850,290
5860,300
5870,310
5880,320
5890,330
5900,340
5910,350
5920,360
5930,370
5940,380
5950,390
5960,400
5970,410
5980,420
5990,430
6000,1
6010,11
6020,21
6030,31
6040,37
6050,43
6060,51
6070,61
6080,71
6090,81
6100,91
6110,101
6120,111
6130,121
6140,131
6150,141
6160,151
6170,161
6180,171
6190,181
6200,191
6210,201
6220,211
6230,221
6240,231
6250,241
6260,251
6270,261
6280,271
6290,281
6300,291
6310,301
6320,311
6330,321
6340,331
6350,341
6360,351
6370,361
6380,371
6390,381
6400,391
6410,401
6420,411
6430,421
6440,431
6450,441
6460,451
6470,461
6480,471
6490,481
6500,1
6510,9
6520,17
6530,24
6540,32
6550,40
6560,48
6570,55
6580,63
6590,71
6600,76
6610,84
6620,94
6630,100
6640,110
6650,120
6660,130
6670,140
6680,150
6690,160
6700,170
6710,180
6720,190
6730,200
6740,210
6750,220
6760,230
6770,240
6780,250
6790,260
6800,270
6810,280
6820,290
6830,300
6840,310
6850,320
6860,330
6870,340
6880,350
6890,360
6900,370
6910,380
6920,390
6930,400
6940,410
6950,420
6960,430
6970,440
6980,450
6990,460
7000,1
7010,11
7020,21
7030,31
7040,41
7050,51
7060,61
7070,71
7080,81
7090,91
7100,101
7110,111
7120,121
7130,131
7140,141
7150,151
7160,161
7170,171
7180,181
7190,191
7200,201
7210,211
7220,221
7230,231
7240,241
7250,251
7260,261
7270,271
7280,281
7290,291
7300,301
7310,311
7320,321
7330,331
7340,341
7350,351
7360,361
7370,371
7380,381
7390,391
7400,401
7410,411
7420,421
7430,431
7440,441
7450,451
7460,461
7470,471
7480,481
7490,491
7500,1
7510,11
7520,21
7530,31
7540,41
7550,51
7560,61
7570,71
7580,81
7590,91
7600,101
7610,111
7620,121
7630,131
7640,141
7650,151
7660,161
7670,171
7680,181
7690,191
7700,201
7710,211
7720,221
7730,231
7740,241
7750,251
7760,261
7770,271
7780,281
7790,291
7800,301
7810,311
7820,321
7830,331
7840,341
7850,351
7860,361
7870,371
7880,381
7890,391
7900,401
7910,411
7920,421
7930,431
7940,441
7950,451
7960,461
7970,471
7980,481
7990,491
8000,1
8010,11
8020,21
8030,31
8040,41
8050,51
8060,61
8070,71
8080,81
8090,91
8100,101
8110,111
8120,121
8130,131
8140,141
8150,151
8160,161
8170,171
8180,181
8190,191
8200,201
8210,211
8220,221
8230,231
8240,241
8250,251
8260,261
8270,271
8280,281
8290,291
8300,301
8310,311
8320,321
8330,331
8340,341
8350,351
8360,361
8370,371
8380,381
8390,391
8400,401
8410,411
8420,421
8430,429
8440,435
8450,440
8460,446
8470,455
8480,461
8490,468
8500,1
8510,7
8520,14
8530,20
8540,27
8550,32
8560,40
8570,47
8580,54
8590,61
8600,69
8610,77
8620,84
8630,91
8640,100
8650,106
8660,111
8670,118
8680,127
8690,136
8700,143
8710,148
8720,156
8730,160
8740,170
8750,180
8760,185
8770,192
8780,193
8790,193
8800,193
8810,195
8820,201
8830,209
8840,214
8850,220
8860,227
8870,233
8880,241
8890,249
8900,256
8910,263
8920,267
8930,272
8940,277
8950,284
8960,288
8970,293
8980,300
8990,307
9000,1
9010,8
9020,15
9030,19
9040,28
9050,35
9060,40
9070,46
9080,54
9090,63
9100,69
9110,76
9120,81
9130,90
9140,96
9150,103
9160,109
9170,116
9180,121
9190,128
9200,136
9210,143
9220,151
9230,160
9240,167
9250,176
9260,184
9270,192
9280,200
9290,208
9300,215
9310,220
9320,226
9330,234
9340,240
9350,248
9360,255
9370,262
9380,269
9390,276
9400,284
9410,292
9420,297
9430,303
9440,311
9450,319
9460,326
9470,332
9480,340
9490,346
9500,1
9510,8
9520,14
9530,23
9540,30
9550,35
9560,44
9570,51
9580,60
9590,67
9600,74
9610,81
9620,87
9630,94
9640,98
9650,103
9660,108
9670,116
9680,122
9690,126
9700,132
9710,139
9720,146
9730,154
9740,163
9750,170
9760,177
9770,183
9780,193
9790,199
9800,207
9810,214
9820,218
9830,226
9840,235
9850,241
9860,251
9870,257
9880,264
9890,271
9900,280
9910,285
9920,293
9930,298
9940,307
9950,312
9960,320
9970,328
9980,336
9990,343
